pl_name,hostname,ra,dec
HAT-P-38 b,HAT-P-38,35.3834942,32.2460441
KOI-94 e,KOI-94,297.3330716,41.8911186
TOI-1259 A b,TOI-1259 A,282.1001665,79.2564761
55 Cnc e,55 Cnc,133.1468373,28.3298154
2MASS J0249-0557 c,2MASS J0249-0557 A,42.4851627,-5.9599921
TOI-216.02,TOI-216,73.9800129,-63.2603301
TOI-270 c,TOI-270,68.4160804,-51.9573937
LHS 1678 d,LHS 1678,68.1789866,-39.7908744
LHS 1678 c,LHS 1678,68.1789866,-39.7908744
WASP-36 b,WASP-36,131.5803897,-8.0269855
TOI-2411 b,TOI-2411,20.9224567,-8.7017944
HD 15337 c,HD 15337,36.8678846,-27.6361171
TOI-251 b,TOI-251,353.0620655,-37.2558629
WASP-5 b,WASP-5,359.3490277,-41.2772202
TOI-1075 b,TOI-1075,309.9712091,-65.4496994
TOI-558 b,TOI-558,42.2915093,-58.0246828
TOI-270 b,TOI-270,68.4160804,-51.9573937
HATS-76 b,HATS-76,70.3397665,-32.3204175
HATS-30 b,HATS-30,5.618525,-59.9425892
Kepler-44 b,Kepler-44,300.1023512,45.7621918
WASP-74 b,WASP-74,304.538843,-1.0760033
HATS-64 b,HATS-64,144.2876092,-29.800444
TIC 237913194 b,TIC 237913194,22.4458116,-60.7399096
TOI-1333 b,TOI-1333,325.0145363,48.4067674
TIC 172900988 b,TIC 172900988 Aa,128.6616644,31.5539793
TIC 279401253 b,TIC 279401253,57.6572277,-15.0262251
TIC 279401253 c,TIC 279401253,57.6572277,-15.0262251
TOI-1634 b,TOI-1634,56.3906096,37.1122803
TOI-1634 c,TOI-1634,56.3906096,37.1122803
TOI-4336 A b,TOI-4336 A,206.1070129,-40.3373505
TIC 139270665 b,TIC 139270665,124.0338967,33.2914532
TIC 139270665 c,TIC 139270665,124.0338967,33.2914532
TOI-815 b,TOI-815,155.8719377,-43.8349248
TOI-815 c,TOI-815,155.8719377,-43.8349248
TIC 393818343 b,TIC 393818343,310.2917002,3.6382967
TIC 365102760 b,TIC 365102760,305.8398236,54.3943194
HD 6061 b,HD 6061,15.5981441,37.1854394
TIC 241249530 b,TIC 241249530,95.3088995,53.2950203
TIC 46432937 b,TIC 46432937,83.8689794,-14.5971909
TOI-2015 b,TOI-2015,232.1326528,27.361073
Qatar-1 b,Qatar-1,303.3818697,65.1623313
HAT-P-30 b,HAT-P-30,123.9498431,5.8368669
WASP-14 b,WASP-14,218.2766247,21.8946875
WASP-78 b,WASP-78,63.7562662,-22.1163901
HAT-P-40 b,HAT-P-40,335.5129199,45.4573423
WASP-100 b,WASP-100,68.9598159,-64.027039
WASP-12 b,WASP-12,97.636645,29.6722662
WASP-18 c,WASP-18,24.3544618,-45.6777937
GJ 667 C b,GJ 667 C,259.7510609,-34.9977651
HAT-P-25 b,HAT-P-25,48.4354731,25.1973548
HAT-P-34 b,HAT-P-34,303.1954355,18.1047776
HAT-P-6 b,HAT-P-6,354.7740917,42.4659866
XO-3 b,XO-3,65.4695814,57.8172095
KELT-6 b,KELT-6,195.9818362,30.640145
KELT-3 b,KELT-3,148.6431193,40.3879446
WASP-121 b,WASP-121,107.6002312,-39.0972705
WASP-18 b,WASP-18,24.3544618,-45.6777937
2MASS J03590986+2009361 b,2MASS J03590986+2009361,59.7911026,20.1599759
G 196-3 b,G 196-3,151.0884754,50.3861806
2MASS J11011926-7732383 b,2MASS J11011926-7732383,165.3295388,-77.5440912
HIP 77900 b,HIP 77900,238.6253901,-27.3387434
2MASS J11550485-7919108 b,2MASS J11550485-7919108,178.7691634,-79.3197558
2MASS J21252752-8138278 b,2MASS J21252752-8138278,321.3662989,-81.6414894
HATS-27 b,HATS-27,193.5524603,-46.5877159
WASP-130 b,WASP-130,203.1060194,-42.4752733
WASP-136 b,WASP-136,0.325761,-8.9262512
WASP-168 b,WASP-168,96.7446427,-46.8213635
WASP-161 b,WASP-161,126.3378248,-11.5009889
HATS-62 b,HATS-62,312.4493079,-24.303506
HATS-66 b,HATS-66,101.3948048,-33.8816918
WASP-8 c,WASP-8,359.9008737,-35.0313349
FU Tau b,FU Tau,65.8974962,25.0506711
XO-2 S c,XO-2 S,117.0309753,50.2169068
WASP-11 b,WASP-11,47.3689472,30.6733817
XO-2 S b,XO-2 S,117.0309753,50.2169068
XO-2 N b,XO-2 N,117.0267691,50.2251472
HATS-69 b,HATS-69,289.2974275,-60.8917599
WASP-62 b,WASP-62,87.1398205,-63.9883286
HATS-65 b,HATS-65,292.9397825,-26.7402021
HD 108236 d,HD 108236,186.5740627,-51.3630519
HAT-P-14 b,HAT-P-14,260.1161719,38.2421682
Kepler-468 b,Kepler-468,288.9022829,49.3704079
HATS-60 b,HATS-60,341.3640336,-14.9917747
HATS-67 b,HATS-67,180.2087883,-46.1364201
HATS-68 b,HATS-68,15.006077,-58.9047242
HAT-P-32 b,HAT-P-32,31.0427614,46.6878512
HAT-P-70 b,HAT-P-70,74.5523332,9.9979794
HD 108236 e,HD 108236,186.5740627,-51.3630519
HAT-P-7 b,HAT-P-7,292.24719,47.9695429
HD 108236 f,HD 108236,186.5740627,-51.3630519
HD 108236 b,HD 108236,186.5740627,-51.3630519
GJ 667 C e,GJ 667 C,259.7510609,-34.9977651
GJ 238 b,GJ 238,98.454881,-58.5250316
TOI-269 b,TOI-269,75.8462827,-54.1777213
WASP-181 b,WASP-181,26.7932253,3.1329325
LP 791-18 b,LP 791-18,165.6904843,-16.4064445
TOI-677 b,TOI-677,144.1193594,-50.4630933
HAT-P-17 c,HAT-P-17,324.5359781,30.4881882
HAT-P-27 b,HAT-P-27,222.7673221,5.9473626
TOI-4438 b,TOI-4438,270.3172389,35.5948992
WASP-35 b,WASP-35,76.0818912,-6.2297801
WASP-101 b,WASP-101,98.3511016,-23.486086
HAT-P-31 b,HAT-P-31,271.5376722,26.4266061
WASP-104 b,WASP-104,160.6023689,7.4350768
WASP-94 B b,WASP-94 B,313.7882932,-34.135724
HAT-P-35 b,HAT-P-35,123.250703,4.7870288
WASP-82 b,WASP-82,72.6605916,1.8938365
WASP-95 b,WASP-95,337.4578243,-48.0030988
HD 219134 f,HD 219134,348.3372026,57.1696255
WASP-138 b,WASP-138,41.6391598,-0.4641252
HATS-53 b,HATS-53,176.628323,-33.8600764
WASP-145 A b,WASP-145 A,322.2537644,-58.8361466
Qatar-8 b,Qatar-8,157.4123405,70.5270835
WASP-169 b,WASP-169,127.3872297,-12.9447683
WASP-77 A b,WASP-77 A,37.1555223,-7.0606675
WASP-68 b,WASP-68,305.0957239,-19.3147271
HAT-P-33 b,HAT-P-33,113.1842383,33.8350214
HAT-P-44 b,HAT-P-44,213.1438604,47.0147826
WASP-117 b,WASP-117,36.7758112,-50.2844247
WASP-89 b,WASP-89,313.9000261,-18.9714084
TOI-700 c,TOI-700,97.0957165,-65.5786149
HD 86226 c,HD 86226,149.1235154,-24.0991859
TOI-6255 b,TOI-6255,331.5031606,39.2988284
TOI-125 b,TOI-125,23.5934253,-66.6763495
Kepler-41 b,Kepler-41,294.5132465,45.9816453
Kepler-18 b,Kepler-18,298.0794448,44.746248
Kepler-18 d,Kepler-18,298.0794448,44.746248
Kepler-5 b,Kepler-5,299.4070341,44.0350387
K2-79 b,K2-79,55.2559307,13.5191871
EPIC 229004835 b,EPIC 229004835,186.4860415,-1.4047214
K2-201 c,K2-201,293.5607117,-23.1312775
K2-187 c,K2-187,132.5235618,23.1924709
K2-373 b,K2-373,123.1361518,13.6884986
TRAPPIST-1 h,TRAPPIST-1,346.6263919,-5.0434618
K2-161 b,K2-161,183.7938491,-3.4956913
K2-192 b,K2-192,206.5823122,-11.5563527
K2-19 d,K2-19,174.9602543,0.603596
K2-293 b,K2-293,351.6064952,-6.0279068
K2-198 c,K2-198,198.8436817,-6.4649888
HD 103720 b,HD 103720,179.1713308,-2.7791393
K2-129 b,K2-129,289.1485491,-25.6463233
GSC 06214-00210 b,GSC 06214-00210,245.4776921,-20.7193398
K2-391 b,K2-391,356.2260152,-7.7015151
K2-137 b,K2-137,186.870426,-6.1952168
TRAPPIST-1 f,TRAPPIST-1,346.6263919,-5.0434618
K2-366 b,K2-366,243.6800912,-19.3468837
K2-27 b,K2-27,171.5151874,1.2306237
K2-84 b,K2-84,55.8093566,16.6344396
K2-64 b,K2-64,332.4138478,-11.4286687
TRAPPIST-1 b,TRAPPIST-1,346.6263919,-5.0434618
Pr0211 c,Pr0211,130.547744,19.276957
K2-5 b,K2-5,169.3034598,-1.8778254
K2-8 c,K2-8,169.7935178,-0.2844389
K2-216 b,K2-216,11.4802354,6.3470302
K2-272 b,K2-272,132.6211743,17.5423852
K2-83 c,K2-83,59.9013782,15.5587994
K2-176 b,K2-176,58.2691796,17.9069486
HD 3167 d,HD 3167,8.7401487,4.3807215
K2-187 b,K2-187,132.5235618,23.1924709
K2-264 b,K2-264,131.3583524,19.698401
K2-77 b,K2-77,55.228521,12.572448
K2-279 b,K2-279,204.7792935,-6.0417592
K2-368 d,K2-368,332.6357627,-11.1661157
K2-265 b,K2-265,342.0316493,-14.4947789
HATS-9 b,HATS-9,290.8101704,-20.1663771
GJ 1002 c,GJ 1002,1.6764641,-7.5462123
V1298 Tau c,V1298 Tau,61.331654,20.1570318
K2-384 c,K2-384,20.4998403,0.7509701
EPIC 249893012 d,EPIC 249893012,228.2482353,-16.7246474
K2-243 b,K2-243,181.1211419,-4.8991358
K2-284 b,K2-284,79.1407971,20.2549034
K2-158 b,K2-158,179.9397081,-5.7216879
K2-204 b,K2-204,17.3825067,-0.5177539
GJ 3470 b,GJ 3470,119.7735021,15.391209
K2-160 b,K2-160,184.0545174,-3.5530888
WASP-85 A b,WASP-85 A,175.9080328,6.5637842
K2-164 b,K2-164,171.933659,-0.0628488
K2-290 b,K2-290,234.8578846,-20.1988975
K2-383 b,K2-383,282.008765,-18.3795798
K2-169 b,K2-169,337.0442461,-14.5993376
K2-411 b,K2-411,58.003631,19.3909877
K2-172 c,K2-172,335.3081368,-12.5569819
K2-59 b,K2-59,338.94255,-14.027727
K2-319 b,K2-319,166.8010058,3.0399357
K2-159 b,K2-159,180.5408896,-3.5809053
K2-337 b,K2-337,127.761137,16.9004702
K2-384 d,K2-384,20.4998403,0.7509701
WASP-151 b,WASP-151,349.0634651,0.3066895
HD 106270 b,HD 106270,183.4049258,-9.5135645
K2-351 b,K2-351,206.6522408,-11.8049588
K2-343 b,K2-343,134.2021746,21.5026882
K2-124 b,K2-124,133.6410515,23.1329509
K2-239 d,K2-239,160.5941265,4.4413751
K2-108 b,K2-108,123.3818484,16.419516
K2-285 e,K2-285,349.3843458,1.3001522
K2-151 b,K2-151,19.3047733,9.5012663
K2-248 b,K2-248,182.8173343,-9.4141696
K2-80 d,K2-80,59.037486,13.5590288
K2-130 b,K2-130,290.2705419,-19.6908744
HD 75784 b,HD 75784,133.0992289,13.2330548
K2-346 b,K2-346,125.9864854,22.663226
K2-191 b,K2-191,201.6391407,-12.8066737
K2-72 c,K2-72,334.6227504,-9.6120084
K2-29 b,K2-29,62.670422,24.4016558
K2-115 b,K2-115,126.5535002,12.281851
K2-127 b,K2-127,207.0782895,-11.5889878
K2-294 b,K2-294,352.0516724,-7.6037856
K2-388 b,K2-388,352.7139342,-11.0773564
K2-207 b,K2-207,11.6996481,0.6406182
K2-168 b,K2-168,333.1100738,-16.3418863
K2-173 b,K2-173,60.3752402,15.6251296
K2-15 b,K2-15,178.1105741,4.2546649
K2-354 b,K2-354,129.1299193,10.1472175
K2-413 b,K2-413,353.4175668,-7.6120272
K2-154 c,K2-154,189.0015173,-2.6696217
K2-189 c,K2-189,203.6214411,-15.0365158
K2-286 b,K2-286,233.3698192,-16.7737113
HIP 41378 b,HIP 41378,126.6158279,10.0803708
K2-317 b,K2-317,228.6188638,-21.0227209
K2-146 c,K2-146,130.0266951,19.0923416
K2-233 d,K2-233,230.4799011,-20.2317975
K2-308 b,K2-308,78.3391194,16.4141986
ITG 15 b,ITG 15 A,69.9370379,26.0312128
K2-44 b,K2-44,174.011661,-2.5209338
K2-395 b,K2-395,70.4438684,16.6743415
WASP-39 b,WASP-39,217.3266477,-3.4444994
HIP 41378 f,HIP 41378,126.6158279,10.0803708
K2-221 b,K2-221,16.6550286,10.1897385
K2-406 b,K2-406,230.8872242,-25.3706149
K2-85 b,K2-85,59.464829,18.4649505
EPIC 212297394 c,EPIC 212297394,207.2061241,-17.6098985
K2-254 b,K2-254,185.5507926,-4.7172908
EPIC 220674823 b,EPIC 220674823,13.0800239,10.7947051
K2-185 b,K2-185,130.2596625,14.6902225
EPIC 201841433 b,EPIC 201841433,175.206752,6.1348146
K2-36 c,K2-36,169.4490102,3.8665038
K2-133 c,K2-133,70.1493775,25.0098135
GJ 9827 c,GJ 9827,351.7717763,-1.2853435
K2-98 b,K2-98,126.4882114,11.5110933
K2-369 b,K2-369,329.7262534,-10.8750666
K2-414 b,K2-414,351.6361913,-4.6066569
K2-209 b,K2-209,14.6903464,1.382807
EPIC 228836835 b,EPIC 228836835,189.5748998,-5.2446247
K2-352 c,K2-352,140.4451478,18.469628
K2-295 b,K2-295,19.6101417,6.8167277
K2-396 b,K2-396,74.6928607,17.2690562
K2-111 b,K2-111,59.8903081,21.2985263
K2-220 b,K2-220,12.7700071,9.5167694
K2-121 b,K2-121,126.9366624,17.5793267
K2-120 b,K2-120,132.142853,17.1905813
K2-395 c,K2-395,70.4438684,16.6743415
WASP-47 e,WASP-47,331.203092,-12.019067
EPIC 212297394 b,EPIC 212297394,207.2061241,-17.6098985
K2-402 b,K2-402,161.451913,6.419318
K2-225 b,K2-225,186.5410958,-9.6248232
K2-175 b,K2-175,52.5035514,17.5841081
K2-283 b,K2-283,13.1943679,9.6929181
K2-407 c,K2-407,232.5552584,-23.0067371
HAT-P-45 b,HAT-P-45,274.3732697,-3.3810594
TOI-4582 b,TOI-4582,256.8601374,68.8656263
WASP-22 b,WASP-22,52.8180374,-23.8197924
TOI-1136 c,TOI-1136,192.1848981,64.8552755
CoRoT-11 b,CoRoT-11,280.6872998,5.9376586
TOI-2134 c,TOI-2134,271.9355015,39.0729269
WASP-31 b,WASP-31,169.4388603,-19.0547781
TOI-2285 b,TOI-2285,332.5632644,58.7060934
TOI-1136 g,TOI-1136,192.1848981,64.8552755
GJ 806 c,GJ 806,311.2697002,44.5002351
HD 21520 b,HD 21520,51.6403449,-43.6136649
HIP 8152 b,HIP 8152,26.2092533,-18.4013844
TOI-2095 b,TOI-2095,285.6365235,75.4185135
Gliese 12 b,Gliese 12,3.9579137,13.5576175
TOI-1136 d,TOI-1136,192.1848981,64.8552755
HD 5278 c,HD 5278,12.5467785,-83.7437671
TOI-6029 b,TOI-6029,8.3862555,61.8607659
NGTS-20 b,NGTS-20,46.2926368,-21.9336472
WASP-96 b,WASP-96,1.0465696,-47.3606352
WASP-106 b,WASP-106,166.4296276,-5.0794854
TOI-5076 b,TOI-5076,50.5104166,17.2392094
TOI-4127 b,TOI-4127,105.4045516,72.4149297
HD 3167 b,HD 3167,8.7401487,4.3807215
WASP-147 b,WASP-147,359.1915117,-22.1532316
K2-28 b,K2-28,335.6233145,-7.9563525
K2-280 b,K2-280,291.5953596,-22.2477071
K2-199 b,K2-199,208.9014508,-6.1360833
K2-152 b,K2-152,181.6324078,-5.8274311
K2-110 b,K2-110,207.3497402,-12.2849182
K2-183 c,K2-183,125.007177,14.0194586
K2-413 c,K2-413,353.4175668,-7.6120272
pi Men c,HD 39091,84.2992798,-80.4646041
K2-348 c,K2-348,130.8783479,24.4229559
K2-147 b,K2-147,293.8330329,-28.498475
EPIC 206215704 b,EPIC 206215704,335.0949721,-9.5097112
K2-165 b,K2-165,184.9004881,0.968327
K2-336 b,K2-336,133.8382032,16.7940663
K2-385 b,K2-385,12.6140752,5.8712567
K2-136 d,K2-136,67.4128615,22.8825674
K2-12 b,K2-12,173.1919022,2.2446794
EPIC 206024342 d,EPIC 206024342,331.2771441,-14.1218019
Wolf 503 b,Wolf 503,206.8461979,-6.1393369
K2-219 b,K2-219,12.8452963,8.8675474
K2-206 b,K2-206,11.2564264,0.5931866
K2-397 b,K2-397,79.9516586,21.2591617
K2-73 b,K2-73,335.025662,-9.0560881
K2-353 b,K2-353,201.6168564,-2.2819018
EPIC 249893012 b,EPIC 249893012,228.2482353,-16.7246474
K2-37 c,K2-37,243.4509662,-24.7870527
eps Tau b,eps Tau,67.1546573,19.1802782
K2-74 b,K2-74,339.9192984,-8.7145697
K2-228 b,K2-228,187.2947047,-6.8342028
Qatar-2 b,Qatar-2,207.6554928,-6.8040714
K2-46 b,K2-46,174.2662454,-0.90721
K2-333 b,K2-333,136.7892752,15.2056765
K2-105 b,K2-105,125.4202985,13.4975122
K2-331 c,K2-331,132.7376431,13.170269
K2-211 b,K2-211,21.1061587,1.7049101
K2-203 b,K2-203,12.7736909,-1.1958844
K2-148 c,K2-148,14.5176494,-0.193258
EPIC 201754305 d,K2-16,175.0972238,4.5574311
K2-389 b,K2-389,355.6304152,-9.7135814
K2-198 b,K2-198,198.8436817,-6.4649888
K2-372 b,K2-372,130.7988719,13.0094226
GJ 9827 b,GJ 9827,351.7717763,-1.2853435
TRAPPIST-1 e,TRAPPIST-1,346.6263919,-5.0434618
K2-58 c,K2-58,333.8218395,-14.049857
K2-227 b,K2-227,190.9484237,-8.4784159
K2-3 c,K2-3,172.3353708,-1.4551364
K2-322 b,K2-322,156.6226981,4.7640203
EPIC 206032309 b,EPIC 206032309,341.2404563,-13.9011223
K2-61 b,K2-61,339.6748444,-13.5600447
K2-285 d,K2-285,349.3843458,1.3001522
K2-350 b,K2-350,204.0355092,-14.0092516
TOI-700 d,TOI-700,97.0957165,-65.5786149
K2-141 c,K2-141,350.9170464,-1.1891827
K2-150 b,K2-150,18.3443908,8.9874328
EPIC 201238110 b,EPIC 201238110,179.7058532,-3.3894613
K2-251 b,K2-251,190.6892403,-8.5359826
EPIC 206317286 c,EPIC 206317286,337.6178427,-7.972456
G 9-40 b,G 9-40,134.7188514,21.0747961
K2-269 b,K2-269,130.1551381,13.0146799
EPIC 246851721 b,EPIC 246851721,78.9198197,16.2786991
TOI-1279 b,TOI-1279,185.0628734,56.2014094
TOI-5542 b,TOI-5542,302.7984228,-61.1354659
TOI-1136 e,TOI-1136,192.1848981,64.8552755
HAT-P-46 b,HAT-P-46,270.4441831,-2.97098
TOI-1898 b,TOI-1898,144.5553,23.5467464
TOI-654.01,TOI-654,164.7245509,-5.5475446
TOI-1231 b,TOI-1231,156.74726,-52.4678724
TOI-1439 b,TOI-1439,241.7639371,67.8776404
TOI-1136 b,TOI-1136,192.1848981,64.8552755
TOI-2525 c,TOI-2525,86.8509737,-60.5213081
WASP-99 b,WASP-99,39.8976689,-50.0081934
HATS-2 b,HATS-2,176.7388264,-22.5630097
TOI-4600 c,TOI-4600,258.4503674,64.5661727
TOI-2134 b,TOI-2134,271.9355015,39.0729269
HD 5278 b,HD 5278,12.5467785,-83.7437671
WASP-133 b,WASP-133,314.5754375,-35.7966224
K2-171 b,K2-171,332.3407712,-13.4288624
K2-266 c,K2-266,157.9356855,0.9372782
K2-184 b,K2-184,129.1405227,14.4618826
K2-200 b,K2-200,202.251206,-4.6100532
EPIC 201170410.02,EPIC 201170410,170.1408561,-4.8070039
K2-47 b,K2-47,168.5825696,2.7805614
K2-404 b,K2-404,160.3249517,12.1911149
K2-219 c,K2-219,12.8452963,8.8675474
K2-21 b,K2-21,340.3037846,-14.4893256
K2-268 b,K2-268,133.7094899,11.8482712
V1298 Tau d,V1298 Tau,61.331654,20.1570318
K2-52 b,K2-52,246.6114157,-24.9699462
K2-312 c,HD 80653,140.3390845,14.3678691
K2-31 b,K2-31,245.4405531,-23.548273
K2-138 g,K2-138,348.9490311,-10.8497391
K2-53 b,K2-53,244.1419684,-20.4005984
HAT-P-57 b,HAT-P-57,274.743418,10.5971968
WASP-6 b,WASP-6,348.1571282,-22.6741248
K2-21 c,K2-21,340.3037846,-14.4893256
WASP-114 b,WASP-114,327.6656953,10.4629385
CI Tau c,CI Tau,68.4667685,22.8416192
EPIC 206024342 c,EPIC 206024342,331.2771441,-14.1218019
K2-376 b,K2-376,132.7193327,25.0380824
EPIC 212624936 c,EPIC 212624936,210.6376171,-10.0236852
K2-22 b,K2-22,169.4827046,2.6190363
K2-396 c,K2-396,74.6928607,17.2690562
K2-117 b,K2-117,133.8557342,10.4692176
K2-257 b,K2-257,188.278284,-1.9532879
K2-183 d,K2-183,125.007177,14.0194586
K2-407 b,K2-407,232.5552584,-23.0067371
K2-381 d,K2-381,288.0267612,-21.0075789
K2-72 d,K2-72,334.6227504,-9.6120084
HAT-P-1 b,HAT-P-1,344.4453632,38.674919
Kepler-52 b,Kepler-52,286.7380152,49.9757383
Kepler-176 b,Kepler-176,294.6679021,43.8532104
Kepler-26 e,Kepler-26,284.9410627,46.5664505
Kepler-26 b,Kepler-26,284.9410627,46.5664505
Kepler-26 c,Kepler-26,284.9410627,46.5664505
Kepler-60 d,Kepler-60,288.9612535,42.2650472
K2-11 b,K2-11,169.0418328,1.9866832
K2-170 b,K2-170,335.4506923,-14.5933554
K2-26 b,K2-26,94.2064312,24.5958335
WASP-157 b,WASP-157,201.6551525,-8.3176353
K2-222 b,K2-222,16.4625203,11.7537171
K2-292 b,K2-292,205.3758786,-9.9460704
K2-412 b,K2-412,76.2621295,21.580162
K2-90 c,K2-90,59.1527391,22.4724517
WASP-28 b,WASP-28,353.6162694,-1.5799849
K2-116 b,K2-116,336.1523363,-11.5793181
K2-394 b,K2-394,71.110002,16.5185817
K2-231 b,K2-231,289.0918242,-15.7712178
EPIC 201833600 c,K2-50,169.483654,5.988289
GJ 1265 b,GJ 1265,333.4324675,-17.6870623
K2-214 b,K2-214,14.8759777,4.2277722
K2-415 b,K2-415,137.2015437,11.8622503
K2-97 b,K2-97,127.762837,10.8475571
K2-197 b,K2-197,202.3934779,-7.3739779
K2-339 b,K2-339,130.082542,18.6929046
WASP-140 b,WASP-140,60.3855387,-20.4509991
WASP-141 b,WASP-141,71.8244347,-17.1151736
K2-65 b,K2-65,333.2125206,-10.9261373
K2-285 c,K2-285,349.3843458,1.3001522
K2-133 d,K2-133,70.1493775,25.0098135
K2-16 c,K2-16,175.0972238,4.5574311
K2-355 b,K2-355,124.6426189,13.5027816
K2-195 b,K2-195,199.8315191,-8.5095364
K2-72 e,K2-72,334.6227504,-9.6120084
K2-32 c,K2-32,252.426008,-19.5430504
K2-178 b,K2-178,52.8888524,22.4348186
K2-246 b,K2-246,181.6296115,-1.1606
HAT-P-54 b,HAT-P-54,99.8979924,25.4824005
K2-148 b,K2-148,14.5176494,-0.193258
K2-140 b,K2-140,188.1373172,-9.6076115
K2-66 b,K2-66,331.5266563,-10.7115362
K2-153 b,K2-153,183.8088709,2.0208765
K2-205 b,K2-205,15.2175909,0.425966
K2-252 b,K2-252,182.3663818,-8.3096141
WASP-47 c,WASP-47,331.203092,-12.019067
K2-4 b,K2-4,174.7455392,-3.9055746
K2-138 b,K2-138,348.9490311,-10.8497391
K2-138 e,K2-138,348.9490311,-10.8497391
NGC 2682 Sand 978 b,NGC 2682 Sand 978,132.8228085,11.7562959
K2-392 b,K2-392,354.6499065,-7.4788816
K2-218 b,K2-218,12.809613,6.8464327
K2-90 b,K2-90,59.1527391,22.4724517
K2-266 b,K2-266,157.9356855,0.9372782
K2-148 d,K2-148,14.5176494,-0.193258
WASP-81 b,WASP-81,304.2079924,3.2939492
HATS-12 b,HATS-12,289.202402,-19.3559227
K2-400 b,K2-400,154.5110307,3.6969271
K2-238 b,K2-238,347.7043164,-7.8575592
HD 80653 b,HD 80653,140.3390845,14.3678691
K2-255 b,K2-255,189.9128532,-3.3705631
K2-416 b,K2-416,349.2211822,-5.2015032
K2-38 b,K2-38,240.0333095,-23.1894196
EPIC 201497682 b,EPIC 201497682,168.9366786,0.4880606
K2-331 b,K2-331,132.7376431,13.170269
K2-223 b,K2-223,185.306183,-10.2820915
K2-193 b,K2-193,205.2371043,-11.0093342
K2-5 c,K2-5,169.3034598,-1.8778254
K2-36 b,K2-36,169.4490102,3.8665038
K2-266 e,K2-266,157.9356855,0.9372782
K2-368 c,K2-368,332.6357627,-11.1661157
TRAPPIST-1 c,TRAPPIST-1,346.6263919,-5.0434618
HD 3167 c,HD 3167,8.7401487,4.3807215
K2-139 b,K2-139,289.066707,-17.9107147
K2-350 c,K2-350,204.0355092,-14.0092516
K2-189 b,K2-189,203.6214411,-15.0365158
K2-237 b,K2-237,253.7688479,-28.7105836
K2-398 c,K2-398,161.7349738,1.9367044
K2-43 b,K2-43,169.117028,-3.9754405
K2-69 b,K2-69,335.7596816,-10.4886817
Qatar-5 b,Qatar-5,7.0539375,42.0613451
K2-316 c,K2-316,233.6247336,-23.2594663
K2-179 b,K2-179,58.7967878,23.7567524
K2-334 b,K2-334,136.4894259,16.3255146
K2-199 c,K2-199,208.9014508,-6.1360833
K2-155 b,K2-155,65.469614,21.3532633
K2-187 e,K2-187,132.5235618,23.1924709
K2-35 b,K2-35,170.1031027,1.2858679
K2-375 b,K2-375,130.5013137,20.3593003
K2-270 b,K2-270,131.2665588,13.5497322
K2-226 b,K2-226,183.6456643,-9.5626286
K2-387 b,K2-387,19.4418282,11.3684915
WASP-167 b,WASP-167,196.0437932,-35.5495292
K2-338 b,K2-338,124.3609294,17.0241557
K2-133 e,K2-133,70.1493775,25.0098135
KELT-19 A b,KELT-19 A,111.5095293,7.6157759
HATS-39 b,HATS-39,112.4192251,-29.9379163
HATS-40 b,HATS-40,100.5712467,-29.77678
HATS-42 b,HATS-42,108.4523991,-33.4373462
K2-196 b,K2-196,200.4562487,-8.4717104
K2-62 c,K2-62,334.3645089,-12.1874776
K2-89 b,K2-89,57.0671234,20.4594885
K2-241 b,K2-241,181.2386829,-6.8052985
K2-113 b,K2-113,19.4493823,6.8688469
K2-285 b,K2-285,349.3843458,1.3001522
K2-232 b,K2-232,73.7667927,18.654323
K2-275 b,K2-275,132.1698795,20.4550162
K2-315 b,K2-315,228.0210932,-20.1081634
TRAPPIST-1 g,TRAPPIST-1,346.6263919,-5.0434618
K2-329 b,K2-329,351.1353785,-5.1641451
K2-32 e,K2-32,252.426008,-19.5430504
K2-289 b,K2-289,246.6429443,-15.7925384
K2-270 c,K2-270,131.2665588,13.5497322
Ross 128 b,Ross 128,176.9376036,0.7992898
K2-386 b,K2-386,18.2999964,7.0130302
K2-417 b,K2-417,350.1417675,-10.0365901
K2-34 b,K2-34,127.5787231,22.2359194
K2-18 c,K2-18,172.560141,7.5878315
EPIC 201615463 c,K2-166,185.1880932,2.2823788
K2-126 b,K2-126,203.5467021,-13.5769705
K2-132 b,K2-132,182.1662666,-8.7472172
K2-138 d,K2-138,348.9490311,-10.8497391
K2-138 c,K2-138,348.9490311,-10.8497391
K2-157 b,K2-157,183.7514959,-5.7820178
K2-287 b,K2-287,233.0743401,-22.3583447
K2-14 b,K2-14,178.0568745,2.5941222
K2-156 b,K2-156,182.699673,-6.2943552
K2-37 d,K2-37,243.4509662,-24.7870527
K2-38 c,K2-38,240.0333095,-23.1894196
K2-271 b,K2-271,125.2239144,16.0907958
K2-213 b,K2-213,13.1403998,3.5077702
K2-81 b,K2-81,57.4854562,14.5020556
K2-332 b,K2-332,135.8832666,14.2504994
K2-233 c,K2-233,230.4799011,-20.2317975
K2-187 d,K2-187,132.5235618,23.1924709
EPIC 201595106 b,EPIC 201595106,183.7203635,1.9681688
K2-131 b,K2-131,182.751404,-9.7652392
WASP-107 b,WASP-107,188.3864277,-10.1462141
HD 72490 b,HD 72490,128.4028287,13.5507189
K2-239 b,K2-239,160.5941265,4.4413751
K2-163 b,K2-163,182.3292517,-0.5393421
K2-405 b,K2-405,164.3759959,12.535614
